sentence	relation 
The <e1>team</e1>, has carefully devised an amended research <e2>methodology</e2>; it has also since found that further compromises will have to be made.	18
Prevx has added <e1>functionality</e1> into its new <e2>tool</e2>.	6
Varicose veins result from weakening of the <e1>valves</e1> of the <e2>veins</e2> so that blood pools in the legs or another dependent area.	2
The <e1>birthmarks</e1> are caused by <e2>expansions</e2> (dilations) in tiny blood vessels called capillaries.	1
The following is a list of <e1>journals</e1> and magazines relating to <e2>birding</e2> and ornithology, arranged by place of publication.	14
The fourteen paintings are presented in up to three levels of detail as you walk through the two <e1>floors</e1> of the <e2>cottage</e2>.	2
The handle of the bow is made of wood and the <e1>strings</e1> of the <e2>bow</e2> are actually horsehair from horses' tails.	2
The 180 cm thick concrete <e1>shield</e1> starts at the <e2>radius</e2> of 600 cm.	18
The amide-linked local <e1>anesthetics</e1>, bupivacaine and ropivacaine, cause <e2>depression</e2> of cardiac contractility and dysrhythmias.	0
Smith passed on his <e1>advice</e1> to the Naples High <e2>baseball team</e2>.	6
Furthermore, the substrate doping density at which impact <e1>ionization</e1> causes <e2>avalanche</e2> breakdown at the trench capacitor junction has been estimated.	0
Family <e1>values</e1> and meanings are narrated through family <e2>albums</e2>.	15
We started the scholarship and then formed a <e1>committee</e1> of employees who drafted the <e2>guidelines</e2> of what we wanted to do with it.	17
Isolated fractures of the <e1>shaft</e1> of the <e2>ulna</e2>, without other fractures, often result when the forearm is raised to fend off a blow.	2
The <e1>trainer</e1> touched the scorpion lightly with the <e2>end</e2> of a straw and it lifted its tail up.	11
The <e1>plot</e1> centers around a young <e2>girl</e2> who must decide between helping her community that is being falsely accused of witchcraft or staying silent to protect her family.	14
The <e1>study</e1> is the first major contribution to the global warming debate by an <e2>economist</e2>, rather than an environmental scientist.	16
Our <e1>companions</e1> have departed into <e2>eternity</e2>.	18
The first <e1>tea</e1> <e2>bags</e2> were made from hand-sewn silk muslin bags.	4
The auditor staff rescheduled the <e1>meetings</e1> to <e2>next week</e2>.	6
The <e1>streaking</e1> was from the <e2>penguins</e2> doing what all animals do in the forests and woods, etc.	18
He remembers their shared past - childhood, school, the war years and those which followed - until 1956 when the <e1>girl</e1> left her native <e2>country</e2>.	8
This <e1>configuration</e1> of <e2>dominoes</e2> is called the layout, string, or line of play.	18
<e1>Sunflower</e1> <e2>oil</e2> is obtained by extracting oil from sunflower seeds.	9
Auto EQ is a powerful sound tuning feature which uses a microphone to monitor and analyse the <e1>acoustics</e1> inside the <e2>car</e2>.	18
In 1882 Louis developed a method of making photographic plates, and by 1894 the brothers' <e1>factory</e1> was producing 15 million <e2>plates</e2> a year.	17
The US army is in the early stages of testing an aluminium <e1>exoskeleton</e1> made by a <e2>company</e2> called Sarcos.	16
The basement carpeting is made from recycled plastic pop bottles, and the <e1>underpad</e1> was once automobile <e2>tires</e2>.	8
German <e1>chocolate</e1> <e2>cake</e2> is one of my all time favorite cakes and with our step by step instructions you simply cannot go wrong.	9
The defendant and I flinched when the <e1>judge</e1> pounded his <e2>gavel</e2>.	11
The investigator has released his <e1>report</e1> on this case to the <e2>public</e2>.	6
After an hour after lunch break, Kenny and Randy spotted a <e1>herd</e1> of <e2>boars</e2> in a common feeding area.	13
Some of these conspiracy <e1>theories</e1> allege that his <e2>birth certificate</e2> is a forgery.	14
The <e1>cook</e1> squatted by the <e2>stove</e2>.	11
A rare and incurable congenital <e1>disease</e1> which causes <e2>blindness</e2> has been successfully treated for the first time using gene therapy.	0
Today 75% of the <e1>county</e1> is intensively farmed for <e2>corn</e2>, soybeans, oats, and alfalfa with emphasis on dairy production.	9
The chief safety <e1>officer</e1> announced the Gwinnett-Barrow-Jackson enforcement wave with the <e2>unveiling</e2> of a replica of new traffic warning signs that have been posted along I-85.	18
Several blocks of flats caught <e1>fire</e1> after the <e2>blaze</e2> spread from a building site in Sumner Road.	1
A <e1>shortage</e1> of folate cause megaloblastic <e2>anemia</e2>, where red blood cells are large and pale.	0
A <e1>moat</e1> keeps the <e2>enemy</e2> at bay.	18
One of the guards at the <e1>entrance</e1> of the <e2>supermarket</e2> said it had been the same scenario on Saturday with a long queue for sugar being the order of the day.	2
In the known reciprocating hermetically sealed motor compressors, the refrigerant <e1>gas</e1> arrives vaporized from in the <e2>shell</e2>.	8
Michael Barry is one of the most respected riders in the peloton and the <e1>author</e1> of two books and many fascinating <e2>articles</e2>.	17
The <e1>workers</e1> fell from an <e2>upper part</e2> of the roof to a lower part.	8
I had to battle through an <e1>aurora</e1> of <e2>polar bears</e2> to get to the station, where all the trains were cancelled and the one that I finally got took 37 hours to get to London, where there is no snow and it is about 20C like a summer day.	13
These <e1>acts</e1> declared <e2>principles</e2> and established policies in the only way it has ever been successfully done.	14
While Twitter is a powerful social <e1>medium</e1> for spreading <e2>news</e2> and information, some government agencies fear it could also be used by terrorists as a tool for communication.	18
To enable the animal to perform this wide range of activities, the <e1>beak</e1> of the <e2>chicken</e2> has an extensive nerve supply with numerous mechanoreceptors, thermoreceptors, and nociceptors.	2
The first <e1>wine</e1> was pressed from Cape <e2>grapes</e2> on February 2, 1659.	8
People have inherited a <e1>tendency</e1> to <e2>obesity</e2>.	18
"My <e1>wife</e1> quickly prepared scrambled eggs and black <e2>coffee</e2> and took them back to bed with her copy of ""Miss Pettigrew lives for a Day""."	17
<e1>Job dissatisfaction</e1> is one of the main causes of <e2>stress</e2> and stress is one of the main causes of illness.	0
The percussionist rattled a Nalgene <e1>bottle</e1> with uncooked <e2>popcorn</e2> in it.	5
Every morning / night we have a <e1>psittacosis</e1> of green <e2>parrots</e2> doing a couple of loops around our house.	13
Some of the <e1>movies</e1> got kicked out from the most recent <e2>list</e2>.	8
A <e1>computer</e1> was stolen from a <e2>church office</e2> sometime Monday or Tuesday in the 1500 block of CR 144, Brazoria County.	8
To demonstrate the performance of the mixer, the <e1>researchers</e1> used a cold shock <e2>protein</e2> from the bacterium Thermotoga maritime.	11
The form was printed and filled out before <e1>return</e1> by <e2>mail</e2>.	18
The <e1>phone</e1> went into the <e2>washer</e2>.	6
Another <e1>message</e1> is being delivered to another <e2>mail application</e2>.	6
<e1>Fog</e1> or smoke cause <e2>irritation</e2> to those with respiratory sensitivity.	0
We recommend rinsing your <e1>grater</e1> in warm <e2>water</e2> immediately after each use.	18
Their whole <e1>future</e1> is being thrown into <e2>disarray</e2>.	18
I remembered about a <e1>string</e1> of rosary <e2>beads</e2> my mother purchase for me from a young priest and I pulled them out of the nightstand, (where they had been for about 15 years).	3
The first is that the <e1>ossicles</e1> are caused by an avulsion <e2>fracture</e2> 1,5 and the second is that the ossicles occur as a result of accessory ossification.	18
The halting of easy <e1>profits</e1> from <e2>inflation</e2> brought on a banking crisis, which resulted in a complete restructuring of the industry during the late 1990s.	1
The <e1>strategy</e1> covers the period to 2016, with a strong <e2>focus</e2> on 2010.	18
This <e1>apartment</e1> has a <e2>lounge area</e2> with 1 sofa bed and a separate bedroom with 1 double bed (twin beds not available).	3
<e1>Blinking</e1> is caused by the <e2>eyelids</e2> sliding down over the positively charged cornea, whereas saccade potentials are caused by changes in the orientation of the corneoretinal dipole.	1
My dog has a <e1>fever</e1> from <e2>allergies</e2> he was given clavamox and a shot.	1
Another <e1>worker</e1> with a long straight-edge <e2>plank</e2> screens over the wall to remove any bumps.	11
Workers at a Devon hospital are due to strike on 5 January for two days in a <e1>dispute</e1> over sick <e2>pay</e2>.	18
Initiated during the early 1990's National Mineral Resource Assessment, this project received a major <e1>boost</e1> from <e2>funding</e2> provided through the 'Data-at-Risk' add-on funding received by the USGS through the 2004 fiscal year.	1
The <e1>compromise</e1> resolved the crisis through a series of secret <e2>negotiations</e2> involving Republican and Democratic politicians and various interest groups.	1
In America, one of <e1>dynamite</e1>'s first use was in the <e2>creation</e2> of trenches for irrigation systems.	18
The <e1>list</e1> of passengers and crew, handed to the purser just before the steamer left Providence, was locked in a <e2>safe</e2>, and it was not recovered.	4
The <e1>actress</e1> willingly moved into a rehabilitation <e2>center</e2> in California.	6
The <e1>database</e1>'s contents comprise more than 150000 <e2>images</e2> covering the early 1970s to 1994.	5
An Israeli minister sent <e1>troops</e1> into the <e2>schools</e2> to boost conscription.	6
The longest serving <e1>spacecraft</e1> goes into <e2>retirement</e2>.	18
The <e1>tortoise</e1> that had been picked up the night before was in a <e2>box</e2>.	4
His <e1>stories</e1> range from near <e2>future</e2> predictions to far future, far space improvisations.	18
This <e1>leaflet</e1> gives a summary of holiday <e2>entitlements</e2>.	14
His aim was to regain the previous high artistic level of the <e1>factory</e1>'s <e2>products</e2>.	17
A local <e1>gallery</e1> is promoting the <e2>work</e2> of a diverse range of artists from across the region.	14
The <e1>fire</e1> inside WTC was caused by exploding <e2>fuel</e2>.	1
<e1>Artists</e1> have created a living <e2>piece</e2> of leather from mouse stem cells.	17
The <e1>bacterial aerosol</e1> was generated from an up-draft <e2>nebulizer</e2>.	17
<e1>Physiotherapy</e1> was focused on <e2>admission avoidance</e2>, prevention of deterioration after admission and facilitating early discharge.	18
