sentence	relation 
Real robot experiments are carried out with a <e1>swarm</e1> of up to 40 Alice miniature <e2>robots</e2>, developed at the Autonomous Systems Laboratory by Gilles Caprari.	13
"Pavlov-like, looking at the picture aids ""let-down,"" the <e1>release</e1> of milk normally triggered by the <e2>presence</e2> of the baby, its touch, its cry."	1
The Dissemination <e1>grants</e1> have been awarded to three Idaho public charter <e2>schools</e2> this year.	6
So there's a great <e1>bike</e1> of <e2>ants</e2> outside, and in dealing with such I've managed to bring some inside with me.	13
The <e1>functionality</e1> is moved into a separate <e2>database</e2>.	6
The <e1>urine</e1> was drained into the urine <e2>bag</e2>.	6
The <e1>neutrons</e1> were produced by <e2>bombarding</e2> a tritium target with deuterium.	1
The <e1>art</e1> in the book is from the city of Tulsa's public <e2>collection</e2>, as well as other collections.	8
The <e1>yolk</e1> makes up about a <e2>third</e2> of the liquid weight of the egg.	2
Forward <e1>motion</e1> of the vehicle through the air caused a <e2>suction</e2> on the road draft tube.	0
<e1>Smoke</e1> is one of the leading causes of <e2>kidney failures</e2>.	0
The anoxidized <e1>servewear</e1> went into the <e2>dishwasher</e2>.	6
The sensors being created inside the fiber are so tiny that the <e1>researchers</e1> mark their location with <e2>ink</e2>.	11
The <e1>evidence</e1> comes from Nasa's Mars reconnaissance <e2>orbiter</e2> which spied a series of depressions linked by what look like drainage channels.	8
The <e1>machine</e1> processes the blood using a centrifugal <e2>pump</e2>, which separates the components of the blood and the plasma.	3
He dropped the instilled <e1>water</e1> into the study <e2>eye</e2>.	6
The stong <e1>earthquake</e1> caused a <e2>blackout</e2> on the sound stage and short-circuited some of the neon-tubed violins.	0
<e1>Insects</e1> <e2>wings</e2> are very thin so the poor insect must beat (or flap) their wings very fast so that they can really take off to fly.	3
"The band's mascots are a <e1>tiding</e1> of black-billed <e2>magpies</e2> and a beanie baby skeleton called ""Death""."	13
In the <e1>book</e1>, the main female <e2>character</e2> is a woman named Messua who adopts Mowgli.	15
<e1>Mothers</e1> brought all <e2>items</e2> required to dress the child - bandages, creams, gloves - all of which are ridiculously expensive here.	11
This is a classic book by the famous <e1>writer</e1> of <e2>folktales</e2>.	17
The <e1>lack</e1> of stability caused a strong <e2>reliance</e2> on the colonizers.	0
The <e1>box</e1> holds our <e2>pool equipment</e2> perfectly.	5
Tokay <e1>students</e1> cultivate plot of olive trees with the help of <e2>donations</e2>.	11
The <e1>electricity</e1> used for distillery <e2>operations</e2> has been estimated at 12.9 kWh/tonne cane, with a best available technology rate of 9.6 kWh/tonne cane.	10
A <e1>bus</e1> <e2>company</e2> has pledged a week-long roadside survey after a group of workers complained about its Bradford to Morley service.	18
It took the <e1>mechanic</e1> less than 10 seconds (no exaggeration) to fix the lock with a <e2>screwdriver</e2>.	11
A <e1>man</e1> who leapt from a brothel <e2>window</e2> during an immigration raid filmed for reality television later died.	8
The <e1>pollution</e1> from animal <e2>factories</e2> is also destroying parts of the world's oceans.	1
You proved that a <e1>gas</e1> takes up <e2>space</e2>.	18
For the contemporary events there are still opportunities for a few participants, including a team from the moors with a <e1>cadge</e1> of <e2>peregrines</e2> and a brace of pointers, to hedgerow hawkers with ferrets and flushing dogs.	13
Having built a makeshift <e1>slingshot</e1>, the <e2>hero</e2> apparently flies through the ceiling of his shabby room and vanishes into space.	16
The <e1>nun</e1> fulfills his fantasy with a <e2>kiss</e2> that would make a hooker blush.	18
The complete <e1>examination process</e1> has been carried out according to the pertinent <e2>directives</e2>.	18
The Kursk (RBMK) <e1>reactor</e1> was manufactured in a slurry-fed ceramic Joule-heated glass <e2>melter</e2>.	8
The drying step is achieved within 4 hours from the exit of the barley spent <e1>grain</e1> from the beer or malt <e2>production</e2>.	8
Accidentally, I poured too much <e1>sugar</e1> into my <e2>tea</e2>.	6
Congregational <e1>clergy</e1> of various <e2>denominations</e2> were surveyed to assess their understanding and experience of trauma.	18
The <e1>tides</e1> are caused by the <e2>gravitational force</e2> of the Moon.	1
Now in its 56th year, this unique folkloric <e1>dance</e1> <e2>company</e2> continues to collect, perform and preserve authentic traditional Hungarian music and dance.	16
Aboriginal <e1>people</e1> have repeatedly been popularly described through coarse, even racist <e2>caricatures</e2>.	15
The Clippers, in contrast, are a <e1>prickle</e1> of <e2>hedgehogs</e2> without a common goal.	13
Many of the <e1>ingredients</e1> in a gourmet <e2>basket</e2> are vaguely familiar, but they have been taken to the ultimate level in luxury.	4
<e1>Entrepreneurship</e1> out of <e2>necessity</e2> is quite common in Europe where 60% of female headed businesses in Northern Europe and 70% in Southern Europe are established for this reason.	1
District Judge without a jury and judgment was entered for the defendants on the ground that the <e1>accident</e1> was caused by the plaintiff's own <e2>negligence</e2>.	1
Students review <e1>art</e1> from different <e2>periods</e2> throughout history.	8
<e1>Apricot</e1> <e2>marmalade</e2> is delicious on toast first thing in the morning or on piping hot dinner biscuits.	9
When he arrived at 1 p.m., the poor <e1>animal</e1> was in a <e2>crate</e2> for five hours.	4
Scarcely had we reached the edge of the wood when Turk darted past us, barking furiously at a <e1>troop</e1> of <e2>monkeys</e2>, who were gambolling on the turf.	13
The <e1>egg</e1> was pushed into the <e2>bottle</e2>.	6
Six horses wearing elaborate harnesses had been sacrificed and lay on the logs which formed the <e1>roof</e1> of the burial <e2>chamber</e2>.	2
The ambitious Eurasia <e1>exhibition</e1> arose from an <e2>idea</e2> by Achille Bonito Oliva.	8
He was a <e1>trouble</e1> <e2>maker</e2> then, a leader in SDS, and a trouble maker he remains.	0
The <e1>liver</e1> is responsible for production of <e2>biochemicals</e2> necessary for digestion.	17
It really underscores everything in the pro-life movement, that <e1>abortion</e1> is part of a very sad <e2>story</e2> for women.	18
A conical <e1>cover</e1> preserved in a <e2>ewer</e2> in Athens accords extremely well with the form of these vessels.	4
The opening <e1>angle</e1> of the Cherenkov cone measures the velocity with a <e2>resolution</e2> of 0.2%.	18
<e1>Water</e1> in a <e2>cistern</e2> is suitable for drinking water or bathing.	4
The <e1>award</e1> comprises a <e2>trophy</e2> and a certificate and is being run by The British Cartographic Society with the support of Stanfords Map Shop.	3
This add on uses an intermediate <e1>form</e1> to declare the latex/pdflatex rendering <e2>options</e2>.	14
The <e1>book</e1> asserts the <e2>notion</e2> that men and women are as different as beings from other planets.	14
At that time, it issued a <e1>card</e1> <e2>deck</e2> in the hopes of paving the way to regime change and, eventually, large-scale war crimes proceedings.	12
They are intentionally sewn larger than the pillow to accommodate for <e1>shrinkage</e1> from <e2>washing</e2>.	1
The quartz sample <e1>tube</e1> with polyradical residue was cut with diamond <e2>knife</e2> to the size that fit into the Teflon digestion vessel.	18
Obama's economic <e1>policies</e1> are turning into a global <e2>disaster</e2>.	0
Colds and <e1>flu</e1> cause <e2>inflammation</e2> of the mucous membranes of the nose, throat and mouth.	0
The <e1>monitor</e1> comprises the display device, <e2>circuitry</e2>, and an enclosure.	3
With a concert coming up in only 4 hours, you are working feverishly to perfect the tune of the <e1>piano</e1> 's <e2>strings</e2>.	3
The <e1>monitor</e1> provides a quarterly <e2>report</e2> to the Chapter (or NEC).	17
The <e1>court</e1> started from the <e2>assumption</e2> that the Constitution applied.	8
The full featured <e1>keyboards</e1> had <e2>keys</e2> 4 times bigger than the traditional keyboard.	3
An important aim concerning <e1>enamel</e1> and dentin <e2>erosion</e2> is to identify agents that might protect the tooth surface from demineralization.	18
In 2004 a two <e1>men</e1>, including a local parks commissioner, defaced the monument with white <e2>paint</e2> and were sentenced to jail time.	11
The <e1>stapler</e1> comprises a stapling head (2) and an <e2>anvil</e2> (3).	3
The <e1>gunmen</e1> ran away from the <e2>scene</e2>.	8
In other words such people accept a <e1>form</e1> of mathematical <e2>platonists</e2>, whether or not they label themselves that way.	18
While he was freeing himself from the <e1>clutches</e1> of the <e2>dishwasher</e2>, he ripped off some of his skin, revealing his bionic arm.	18
The <e1>companies</e1> have gone into <e2>liquidation</e2>.	18
<e1>Judges</e1> wear the bench <e2>wig</e2> when they are sitting in court.	11
The <e1>user</e1> is cooling a processor with a power usage of 35W, using a conventional <e2>heatsink</e2>.	11
The <e1>governor</e1> is assisted by a vice <e2>governor</e2>.	18
The site has a <e1>lounge</e1> of dedicated <e2>lizards</e2> who vote out anyone with whom they do not agree.	13
Professional <e1>counselors</e1> use a number of <e2>techniques</e2>, including conflict management seminars, peer mediation teams, student mentoring, group guidance activities and rumor control.	11
I grabbed the <e1>handle</e1> of the <e2>bucket</e2> and even this small 20 second interaction was enough to make me break out in a small rash.	2
Side play of the spindle is prevented in one direction by the <e1>crank</e1> of the <e2>handle</e2>, and in other directions by a piece of brass tube.	2
<e1>People</e1> have been moving back into <e2>downtown</e2>.	6
The charcuterie was well portioned offering lots of variety, well textured, with a nice <e1>accompaniment</e1> of <e2>condiments</e2> and composed salads.	18
Previous to and after the first Dragon encounter, I had recall of several conversations with a <e1>fraternity</e1> of different <e2>presences</e2>.	13
A 60-year-old US grandmother, blind for nearly a decade, has recovered her sight after surgeons implanted a <e1>tooth</e1> in her <e2>eye</e2> as a base to hold a tiny plastic lens.	6
